start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-11T11:00:29.867+02,2017-12-11T11:00:54.167+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259679,1427967b-b920-4427-8178-cfd921f551b9,2017-12-11T11:31:35,306,Gaza,adolescentGirls
2017-12-11T11:00:56.464+02,2017-12-11T11:01:24.734+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259680,47e59fab-4e50-4017-9e50-0d0214f50561,2017-12-11T11:31:35,307,Gaza,adolescentGirls
2017-12-11T11:01:46.344+02,2017-12-11T11:02:12.294+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259681,99f0b179-50df-46b0-b716-fafc3490e8da,2017-12-11T11:31:36,308,Gaza,adolescentGirls
2017-12-11T11:02:14.078+02,2017-12-11T11:02:42.025+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259682,6bb2661b-e4c4-4ff4-a2b8-d5625040a8f8,2017-12-11T11:31:36,309,Gaza,adolescentGirls
2017-12-11T11:02:44.014+02,2017-12-11T11:03:33.548+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259684,8751bae6-3cef-4b8f-a63b-3eab942d831d,2017-12-11T11:31:36,310,Gaza,adolescentGirls
2017-12-11T11:04:49.589+02,2017-12-11T11:05:13.132+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259685,ea5443c5-5ecd-4f18-8dd7-b5c594c8c9aa,2017-12-11T11:31:37,311,Gaza,adolescentGirls
2017-12-11T11:05:15.816+02,2017-12-11T11:05:47.326+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259686,f3802807-2038-4a8a-89bf-24716e9d479b,2017-12-11T11:31:37,312,Gaza,adolescentGirls
2017-12-11T11:05:50.173+02,2017-12-11T11:06:17.974+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259687,748934a8-618e-4c88-a070-1033951a8ab7,2017-12-11T11:31:37,313,Gaza,adolescentGirls
2017-12-11T11:06:23.020+02,2017-12-11T11:06:53.303+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259688,431eadec-fc98-40fe-9ec8-eeef33069239,2017-12-11T11:31:38,314,Gaza,adolescentGirls
2017-12-11T11:07:22.165+02,2017-12-11T11:08:10.126+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259689,34a66210-53ac-45e9-b9a2-3d844f1abe5d,2017-12-11T11:31:38,315,Gaza,adolescentGirls
2017-12-11T11:09:02.138+02,2017-12-11T11:09:28.538+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259690,d3ab57e6-c9b8-4652-8351-9aa2776fbde8,2017-12-11T11:31:38,316,Gaza,adolescentGirls
2017-12-11T11:09:30.630+02,2017-12-11T11:10:05.806+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259691,1d249304-6222-417f-81ec-49bb76d75d65,2017-12-11T11:31:39,317,Gaza,adolescentGirls
2017-12-11T11:10:07.737+02,2017-12-11T11:10:31.307+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259692,f61f8635-de13-4233-a24c-be5bd88b2afb,2017-12-11T11:31:39,318,Gaza,adolescentGirls
2017-12-11T11:10:33.535+02,2017-12-11T11:11:03.460+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259693,85b85f7f-94c1-49f5-a7f3-ad7475d3f8d0,2017-12-11T11:31:40,319,Gaza,adolescentGirls
2017-12-11T11:11:05.419+02,2017-12-11T11:11:43.469+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259694,9fb35d76-631b-4994-b7ea-2134f81d07e1,2017-12-11T11:31:40,320,Gaza,adolescentGirls
2017-12-11T11:11:50.478+02,2017-12-11T11:12:14.527+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259695,2fa868cc-774d-4a0a-a609-c229d22c3a2d,2017-12-11T11:31:40,321,Gaza,adolescentGirls
2017-12-11T11:12:18.376+02,2017-12-11T11:12:43.164+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259697,d121602c-4c40-4ae3-b698-0e275e37a0cd,2017-12-11T11:31:41,322,Gaza,adolescentGirls
2017-12-11T11:12:49.400+02,2017-12-11T11:13:12.158+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259698,9d61e2c2-48e8-4b49-ac18-fd292062ffe1,2017-12-11T11:31:41,323,Gaza,adolescentGirls
2017-12-11T11:13:14.023+02,2017-12-11T11:13:49.442+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259699,b0dffe2a-e046-47f2-a973-3d4d4e2b59b2,2017-12-11T11:31:41,324,Gaza,adolescentGirls
2017-12-11T11:13:54.337+02,2017-12-11T11:14:22.648+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259700,09a00810-8a31-479c-8e07-e354035a6bee,2017-12-11T11:31:41,325,Gaza,adolescentGirls
2017-12-11T11:14:30.938+02,2017-12-11T11:15:26.654+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259701,78935e61-3cd4-4185-a02f-3776fd8351d4,2017-12-11T11:31:42,326,Gaza,adolescentGirls
2017-12-11T11:16:04.977+02,2017-12-11T11:16:37.712+02,null,Gaza City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7259702,af2508af-4008-4283-874f-2b6cf6981991,2017-12-11T11:31:42,327,Gaza,adolescentGirls
2017-12-11T10:59:10.375+02,2017-12-11T10:59:54.233+02,null,Gaza City,13 - 14,Basic education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260518,e7cfa755-42c8-48a9-8d80-c7a584f2ebfd,2017-12-11T12:01:27,328,Gaza,adolescentGirls
2017-12-11T11:00:04.397+02,2017-12-11T11:00:59.112+02,null,Gaza City,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260520,dfbf3eed-e879-45ad-81ef-b5f0b11c7aca,2017-12-11T12:01:28,329,Gaza,adolescentGirls
2017-12-11T13:42:20.182+02,2017-12-11T13:43:27.167+02,null,Gaza City,13 - 14,Basic education,Economic conditions,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260539,15aeb619-8d5d-4af1-93d4-2015fc44451a,2017-12-11T12:01:36,330,Gaza,adolescentGirls
2017-12-11T13:43:46.178+02,2017-12-11T13:44:30.383+02,null,Gaza City,13 - 14,Basic education,Economic conditions,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260541,0657eaa6-b961-4e57-a3f7-eeec43bd78ff,2017-12-11T12:01:37,331,Gaza,adolescentGirls
2017-12-11T13:44:58.427+02,2017-12-11T13:46:08.853+02,null,Gaza City,15 - 16,Secondary education,Economic conditions,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260543,f21059f3-f22a-4ee9-bc7e-26ce031bba11,2017-12-11T12:01:39,332,Gaza,adolescentGirls
2017-12-11T13:46:36.866+02,2017-12-11T13:48:41.584+02,null,Gaza City,17 - 18,Secondary education,Economic conditions,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7260546,1fec6beb-a3cc-40e5-b9ab-6fdb829c20c2,2017-12-11T12:01:43,333,Gaza,adolescentGirls
2017-12-11T13:54:38.020+02,2017-12-11T13:56:08.999+02,null,Jabalya,13 - 14,Other,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261131,8614e484-3941-415a-9ee7-d0d1b95b380e,2017-12-11T12:23:10,334,West Bank,adolescentGirls
2017-12-11T13:56:18.802+02,2017-12-11T13:57:00.678+02,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261132,a014e6c3-8457-4c32-9dcf-430a74d03a04,2017-12-11T12:23:11,335,West Bank,adolescentGirls
2017-12-11T13:57:18.997+02,2017-12-11T13:58:07.449+02,null,Jabalya,17 - 18,Other,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261133,1b85c69d-8338-4e33-9774-21848d8d4b39,2017-12-11T12:23:12,336,West Bank,adolescentGirls
2017-12-11T13:58:17.539+02,2017-12-11T13:58:56.313+02,null,Jabalya,17 - 18,Other,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261135,5a7f8ed1-56c5-4c98-9e92-de4b03ec4294,2017-12-11T12:23:16,337,West Bank,adolescentGirls
2017-12-11T13:59:02.721+02,2017-12-11T13:59:44.859+02,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261136,d1bdfe25-3656-4b74-80f1-d42af4e24603,2017-12-11T12:23:17,338,West Bank,adolescentGirls
2017-12-11T14:00:34.878+02,2017-12-11T14:01:20.150+02,null,Jabalya,13 - 14,Other,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261137,7f56b14f-6c3d-4dcc-8591-18c9ab63bfc4,2017-12-11T12:23:18,339,West Bank,adolescentGirls
2017-12-11T14:01:23.778+02,2017-12-11T14:02:40.189+02,null,Jabalya,13 - 14,Basic education,Economic conditions,City,Yes,Unemployed,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261138,35377ce7-843a-496d-9a51-920b1a7d4a76,2017-12-11T12:23:18,340,West Bank,adolescentGirls
2017-12-11T14:02:45.707+02,2017-12-11T14:03:59.491+02,null,Jabalya,17 - 18,Secondary education,Marriage,City,No,Unemployed,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261139,2a6fc549-2fa7-4bcd-979f-017ff109fad7,2017-12-11T12:23:19,341,West Bank,adolescentGirls
2017-12-11T14:04:18.350+02,2017-12-11T14:06:46.200+02,null,Jabalya,15 - 16,Secondary education,null,City,Yes,Student,Married,16 - 18,Force by family,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261140,f506c335-3824-4dec-b154-a1db31c79c4a,2017-12-11T12:23:19,342,West Bank,adolescentGirls
2017-12-11T14:06:52.281+02,2017-12-11T14:08:12.863+02,null,Jabalya,17 - 18,Secondary education,Economic conditions,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261141,424b0a36-e80b-4da8-93af-1d09be5bb7c6,2017-12-11T12:23:19,343,West Bank,adolescentGirls
2017-12-11T14:08:33.706+02,2017-12-11T14:09:29.529+02,null,Jabalya,17 - 18,Basic education,Illness,City,Yes,Unemployed,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261142,705f58d4-9760-4c3e-b850-73e72fabe6fe,2017-12-11T12:23:20,344,West Bank,adolescentGirls
2017-12-11T14:09:32.467+02,2017-12-11T14:10:27.973+02,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261144,09c791cd-82df-4a20-bc08-824517aa6e03,2017-12-11T12:23:21,345,West Bank,adolescentGirls
2017-12-11T14:10:31.102+02,2017-12-11T14:11:34.893+02,null,Jabalya,15 - 16,Basic education,Economic conditions,Refugee camp,No,Unemployed,Married,19 - 21,Force by family,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261145,b5eed57e-38b9-4aa7-9564-540e42db8e2f,2017-12-11T12:23:22,346,West Bank,adolescentGirls
2017-12-11T14:11:42.372+02,2017-12-11T14:12:24.040+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261146,4efbff01-67e5-4b03-b5f7-0577729553a1,2017-12-11T12:23:22,347,West Bank,adolescentGirls
2017-12-11T14:12:27.130+02,2017-12-11T14:13:09.816+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Married,22 - 25,Force by family,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261148,f0615e59-313a-4078-b437-3f9926093bab,2017-12-11T12:23:23,348,West Bank,adolescentGirls
2017-12-11T14:28:19.000+02,2017-12-11T14:29:20.097+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261523,6f14d8e4-01bc-4816-bb96-ee0794a06f46,2017-12-11T12:37:46,349,West Bank,adolescentGirls
2017-12-11T14:30:44.609+02,2017-12-11T14:31:26.126+02,null,Jabalya,17 - 18,Secondary education,null,City,Yes,Student,Married,19 - 21,Force by family,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261525,65ef4498-d9a6-4792-a4ed-1178c9d0c531,2017-12-11T12:37:48,350,West Bank,adolescentGirls
2017-12-11T14:31:30.744+02,2017-12-11T14:32:22.182+02,null,Jabalya,17 - 18,Secondary education,Marriage,City,Yes,Unemployed,Married,22 - 25,Your choice,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261526,be3b7f83-5872-4c47-8c7e-52db6795f700,2017-12-11T12:37:49,351,West Bank,adolescentGirls
2017-12-11T14:32:25.305+02,2017-12-11T14:33:33.768+02,null,Jabalya,17 - 18,Basic education,Family force,City,Yes,Unemployed,Engaged,19 - 21,Your choice,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261528,2c51e1bd-2632-4e80-84de-ea0ad1f7ee5b,2017-12-11T12:37:49,352,West Bank,adolescentGirls
2017-12-11T14:33:41.996+02,2017-12-11T14:35:05.326+02,null,Jabalya,15 - 16,Basic education,Marriage,Refugee camp,No,Unemployed,Married,19 - 21,Force by family,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261529,3378d360-e77b-437d-83fd-5ccaeb4778c9,2017-12-11T12:37:50,353,West Bank,adolescentGirls
2017-12-11T14:36:03.457+02,2017-12-11T14:36:44.338+02,null,Jabalya,13 - 14,Basic education,Economic conditions,City,Yes,Unemployed,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261566,47d2508d-68c5-4f90-b5a1-88933b742026,2017-12-11T12:39:07,354,West Bank,adolescentGirls
2017-12-11T14:37:14.631+02,2017-12-11T14:37:52.292+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261578,40119363-963d-492c-946b-140e51e230ee,2017-12-11T12:40:01,355,West Bank,adolescentGirls
2017-12-11T14:38:06.328+02,2017-12-11T14:38:36.417+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261604,5c424670-986f-4bd4-a003-1cc5cf57c2b8,2017-12-11T12:40:37,356,West Bank,adolescentGirls
2017-12-11T14:38:41.514+02,2017-12-11T14:39:18.055+02,null,Jabalya,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261639,5487e9e4-142d-4924-9589-4da8211ce303,2017-12-11T12:41:19,357,West Bank,adolescentGirls
2017-12-11T14:39:25.419+02,2017-12-11T14:40:07.152+02,null,Jabalya,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,22 - 25,Your choice,No,No,null,No,With relatives,Family travel,vBfZBbTvzh8aQdmbds9u87,7261663,b3edf36a-128f-4384-a2e8-deba3be6cbdc,2017-12-11T12:42:08,358,West Bank,adolescentGirls
2017-12-11T14:40:15.057+02,2017-12-11T14:41:25.104+02,null,Jabalya,17 - 18,Secondary education,Marriage,City,Yes,Unemployed,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261752,9ebbe6d0-27ab-4464-a920-2d355635686b,2017-12-11T12:45:38,359,West Bank,adolescentGirls
2017-12-11T14:41:33.747+02,2017-12-11T14:42:04.270+02,null,Jabalya,17 - 18,Secondary education,Economic conditions,Refugee camp,No,Unemployed,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261753,3f29defc-783f-40ae-be4a-006db99005af,2017-12-11T12:45:38,360,West Bank,adolescentGirls
2017-12-11T14:42:11.703+02,2017-12-11T14:42:51.416+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,Yes,Mobility impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261755,1f7092f8-f381-41a2-9663-fd6fd9fb1610,2017-12-11T12:45:39,361,West Bank,adolescentGirls
2017-12-11T14:43:02.892+02,2017-12-11T14:43:36.741+02,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261756,dbe78d2b-0a0b-4121-a428-b14027be8925,2017-12-11T12:45:39,362,West Bank,adolescentGirls
2017-12-11T14:43:43.272+02,2017-12-11T14:45:02.754+02,null,Jabalya,15 - 16,Basic education,Marriage,City,No,Unemployed,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261785,2997efd9-2a47-40d6-81ea-94ecd394aba2,2017-12-11T12:47:05,363,West Bank,adolescentGirls
2017-12-11T14:45:09.891+02,2017-12-11T14:45:36.247+02,null,Jabalya,15 - 16,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261792,7755ef0d-4bd7-443c-ad5b-61b4b945556a,2017-12-11T12:47:37,364,West Bank,adolescentGirls
2017-12-11T14:45:43.037+02,2017-12-11T14:46:20.988+02,null,Jabalya,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261815,76f43a9e-8a54-4ed3-acc5-c7ac6dba02c2,2017-12-11T12:48:24,365,West Bank,adolescentGirls
2017-12-11T14:46:27.751+02,2017-12-11T14:47:19.581+02,null,Jabalya,17 - 18,Secondary education,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261833,c651e8d3-2d15-40b6-8f30-2dd41fa576e1,2017-12-11T12:49:21,366,West Bank,adolescentGirls
2017-12-11T14:29:15.565+04,2017-12-11T14:30:52.360+04,null,Jabalya,17 - 18,Other,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261867,f0b43784-064d-436e-ae1e-65a9ee0ed268,2017-12-11T12:50:38,367,West Bank,adolescentGirls
2017-12-11T14:30:58.457+04,2017-12-11T14:32:01.415+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261868,05baa727-add4-46dd-b39b-03d3a2550e94,2017-12-11T12:50:39,368,West Bank,adolescentGirls
2017-12-11T14:32:05.111+04,2017-12-11T14:32:50.984+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261870,6789f17d-2945-4c6d-a55f-48b92d831775,2017-12-11T12:50:39,369,West Bank,adolescentGirls
2017-12-11T14:32:53.464+04,2017-12-11T14:34:38.736+04,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,No,Student,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261871,a7c5ddb0-9d9c-436e-8c99-3a892e4a1d40,2017-12-11T12:50:40,370,West Bank,adolescentGirls
2017-12-11T14:34:41.675+04,2017-12-11T14:35:49.440+04,null,Jabalya,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261872,230c428e-1166-4677-a5dc-d4729cf27aa8,2017-12-11T12:50:40,371,West Bank,adolescentGirls
2017-12-11T14:35:52.302+04,2017-12-11T14:36:45.106+04,null,Jabalya,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261873,8db82426-6181-4eb1-9f70-644a859765ed,2017-12-11T12:50:41,372,West Bank,adolescentGirls
2017-12-11T14:36:48.143+04,2017-12-11T14:37:26.671+04,null,Jabalya,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261874,868d45bc-d1cb-4bda-8053-f0de198f178b,2017-12-11T12:50:41,373,West Bank,adolescentGirls
2017-12-11T14:37:29.526+04,2017-12-11T14:38:11.671+04,null,Jabalya,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261875,d7d591b0-8351-4ced-ab37-fc8d74bb1c1b,2017-12-11T12:50:42,374,West Bank,adolescentGirls
2017-12-11T14:38:14.402+04,2017-12-11T14:38:57.810+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261876,eafc5050-49bc-444f-905b-e22a3b0972e7,2017-12-11T12:50:43,375,West Bank,adolescentGirls
2017-12-11T14:39:00.366+04,2017-12-11T14:39:41.411+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261877,f28d5c71-93a7-49b2-abb9-af5205087122,2017-12-11T12:50:44,376,West Bank,adolescentGirls
2017-12-11T14:39:44.293+04,2017-12-11T14:40:20.661+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261878,df0207c6-1257-4ed5-892e-fe66499d0c91,2017-12-11T12:50:44,377,West Bank,adolescentGirls
2017-12-11T14:40:24.920+04,2017-12-11T14:41:00.255+04,null,Jabalya,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261879,ed57b2c1-fc6e-4986-82f1-70ee37626da6,2017-12-11T12:50:45,378,West Bank,adolescentGirls
2017-12-11T14:41:03.347+04,2017-12-11T14:41:41.431+04,null,Jabalya,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261880,9c3f5481-5053-439c-ac91-91d8fe41b38d,2017-12-11T12:50:45,379,West Bank,adolescentGirls
2017-12-11T14:41:49.644+04,2017-12-11T14:42:36.731+04,null,Jabalya,15 - 16,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261881,65d22a7e-4dcf-493f-a518-d93feb175a9d,2017-12-11T12:50:45,380,West Bank,adolescentGirls
2017-12-11T14:42:39.604+04,2017-12-11T14:43:17.226+04,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261882,f7d874f0-a8c0-49cf-95b2-74c7e96f73b4,2017-12-11T12:50:46,381,West Bank,adolescentGirls
2017-12-11T14:43:21.696+04,2017-12-11T14:44:00.472+04,null,Jabalya,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7261883,dd7939a1-0d3e-402f-b8c7-dae5618690c2,2017-12-11T12:50:46,382,West Bank,adolescentGirls
